"","ratings","date","review_header","review","Topic"
"290",4,"August 23, 2014","good gourmet rice pudding","i grew up on tapioca, boxed when my mom made it and filipino coconut tapicoa pudding in restaurants.
so of course had to try rice to riches speciality take on tapicoa. not everything tastes good, as the taste pallet for everyone is different and there...more",3
"291",5,"August 23, 2014","best rice pudding!!!","so rich and so good!! their rice pudding are all very very rich though so make sure you are prepared to indulge yourself. we had the coconut coma and something rocky something (chocolate and marshmallow). both are sooooooooooo gooood but i have to say i...more",3
"292",2,"August 21, 2014","disappointing","i rather like rice pudding. unfortunately the rice pudding served here is exceedingly sweet. after few spoonfuls, you cannot really test anything but the sugar. it is also quite expensive.",2
"293",5,"August 20, 2014","rice pudding crazy!!!","this place was unbelievable. so many choses. i like the butter pecan and the french toast. atmosphere is great. definitely would go back for more!!! i love rice pudding!!!!",4
"294",5,"August 19, 2014","omg...must try while in ny","this spot is a must try when you visit new york! they have the best rice pudding that i have ever tasted. we had the cheesecake rice pudding and we tasted the butterscotch and butter pecan rice pudding that tasted just as fabulous! great italian...more",1
"295",5,"August 12, 2014","i wish i just had rice pudding for dinner","so good, extremely expensive for some rice pudding. but you pay for the experience and awesome taste",1
"296",5,"August 10, 2014","delicious!!","still dream about rice to riches puddings!! trust me, it's creamy goodness! awesome vibe, great variety, we made a special trip back for more the next day!",5
"297",5,"August 8, 2014","the best!!!!","i can't explain who delicious there rice puddings are. it is truly a nice culinary experience. this is a place that i always visit while in nyc. a must for me and my family. even if you have never tried rice pudding or have tried...more",2
"298",5,"July 30, 2014","amazing","this little shop is very cute and sassy at the same time. they server many flavors of rice pudding and you can sample as many as you like. there are all kinds of sassy sayings posted on the walls that will make you chuckle. i...more",1
"299",5,"July 29, 2014","quirky and delicious","as you enter you'll find yourself chuckling at the stuff you find perched on the walls. very funny. the selections are almost overwhelming. so try and try samples until you're ready to commit to a flavor. you won't be displeased. everything i've had here is...more",5
"300",5,"July 27, 2014","my favorite place in nyc","i've been visiting rice to riches every time i go to ny for the last 8 years and it is still one of my favorite places in the city, a must-go! the rice pudding there is amazing and i make sure to always save room...more",3
"301",2,"July 21, 2014","had high hopes, but left disappointed","my wife and i stumbled upon this while touring the nolita district. we like rice pudding and we'd never seen a restaurant dedicated to it, so we decided to give it a try. it certainly is something different, and i don't want to discourage anyone...more",4
"302",4,"July 21, 2014","a sweet treat","rice to riches is rice pudding's answer to the ice cream parlor. two dozen, give or take, different flavors of rice pudding. quite tasty but somewhat pricey. i can't decide how often i would visit one were it in my neighborhood. i would guess infrequently....more",5
"303",4,"July 19, 2014","so many flavors - you gotta try them all!","i love this place. i haven't been here in a while, but hazelnut chocolate bear hug and play it again butter pecan never disappoint! it is pretty rich and heavy (it is rice pudding after all), and i wish there was a size smaller than...more",1
"304",5,"July 15, 2014","best rice pudding around!!!!!","my girlfriend took me here one night after dinner and the line was huge but moved very quickly and the amount of flavors was endless. not a huge rice pudding fan to begin with but this was unbelievable!! all kinds of flavors to choose from...more",4
"305",5,"July 13, 2014","doctor's orders","before a trip to ny for a wedding, my ob told me i had to go get some rice pudding at rice to riches if we had a chance. turned out, after a delicious dinner on carmine street in greenwich village, we were only a...more",3
"306",4,"July 11, 2014","loved it!!","our tour guide took us to rice to riches while doing a tour of little italy. as rice pudding is my favorite-i was in heaven. a place devoted to nothing but rice pudding. who knew?? the restaurant is a lot of fun with funky all...more",2
"307",5,"July 10, 2014","bestest place for a sweet toothie","being indian, one always have a sweet tooth and then you are told that there are couple dozen variety of rice pudding (kheer) who wouldn't be baffled. i was super excited to go there and then super confused when i reached there and saw the...more",4
"308",4,"July 8, 2014","unique and fun","dozens of flavors of rice puddings and toppings??? what's not to love??? what a unique idea for an eating establishment! located in little italy, the place is busy and with good reason. delicious rice pudding, cute bowls and spoons that you get to take with...more",1
"309",4,"July 7, 2014","an interesting spot for a unique dessert.","first, you will notice all the very funny and entertaining signs.
then try a flavor or two of the rice pudding. ironically, i thought i hated rice pudding but here it is different. this is a fun place to visit and try. the servings are...more",2
"310",5,"July 7, 2014","so delicious and a flavor for everyone","my family had been raving about this place and so when i was in the area i knew i had to try it. so glad i did!! so delicious! we sampled about 10 different types. i opted for original although the mascarpone was also good....more",5
"311",4,"July 5, 2014","as rich as it gets!","best rice pudding you've ever had! this spot is creative, great atmosphere, and is always entertaining to read their signs. it also helps that they have a ton of pudding flavors to choose from! you won't be sorry!
there's limited seating, but worth the wait...more",5
"312",3,"July 5, 2014","sweet desserts, something different","sweet rich desserts are great
brings back sweet memory of rice galore
very offending messages and signs around the shop
not too polite staff
plastic usage is dangerous for our environment specially if nyc is bad on recycles
what is with the signs again? being...more",1
"313",4,"July 3, 2014","rice heaven","if you like rice pudding then by the time you leave this place you'll love it. took my kids (12&16) who tbh hadn't really experienced rice pudding before and they loved it!! had seen reviews on here prior to going to nyc and added it...more",4
"314",5,"July 1, 2014","rice pudding for days!","took my family here and had a great time! my grandfather used to make rice pudding and this was a great experience for them. the only issue i found was that there are so many great options to choose from! the staff was so friendly...more",1
"315",4,"June 29, 2014","do you love rice pudding?","if you don't then this isn't the place for you. i was impressed that they could cover so many flavors with rice pudding but overall i would have just preferred ice cream. it did have the benefit of not melting so you can eat at...more",4
"316",5,"June 25, 2014","rice pudding in flavors you can't imagine!","we love this place. it's been awhile since we were there but it is really brilliant! even people who normally don't get excited over rice pudding walk away loving it! so many flavors, cute store that kind of looks japanese futuristic and they let you...more",1
"317",5,"June 21, 2014","ten years!","where did i see that they had been in business 10 years? trying to remember when i was first here....anyway, this clever concept won't wear thin...if you like rice pudding, prepare to be amazed! it is beyond good. bright and appealing in every way!",3
"318",4,"June 17, 2014","yummy","unique stop during our summer walk around the area. we loved the different flavors they had and really enjoyed the ones we had. if you like rice pudding you should definiately stop in - you will love it!",5
"319",4,"June 15, 2014","try it!","reading about this store on tripadvisor had made me curious. it's a wonderful place. just on the border of little italy. design is modern, it's clean and fresh. and yes, the only serve rice pudding. you can taste different ones. they have all kinds of...more",2
"320",5,"June 14, 2014","i love rice to riches","this place takes rice pudding to the next level, all the way to 11. you could come here everyday for a month and still keep finding new flavors. can't recommend it enough if you like rice pudding or just desserts in general.",1
"321",5,"June 13, 2014","rice pudding paradise","mmmmmmmm i love rice pudding but this place puts it at another level entirely, so much choice of flavour, you can eat it hot or cold and even take away (shame it wouldn't travel to the uk). please open closer to home :-)",1
"322",4,"June 9, 2014","over indulged","can't think of a better way to end a day in nyc! yummie!!! definitely worth a visit. a true ny experience",2
"323",5,"June 8, 2014","what a concept ","a great concept with a great execution. i had the caramel with graham crumbles. it was awesome.
so sad we don't have one in florida.",1
"324",5,"June 6, 2014","second visit","in our second visit to rice to riches, the experience was equal to our first visit which was two years ago. the atmosphere was excellent. the customer service was outstanding. the choices were almost too many. the rice puddings were tasty. the portions were huge...more",5
"325",4,"June 3, 2014","i think i found rice pudding heaven!","rice to riches is a must do if you are are rice pudding fan.
they have approx. 20 flavors of rice pudding. it sounded like an odd concept, but the combinations are amazing! there are plenty of toppings so you can never get bored. the...more",4
"326",5,"June 2, 2014","mind blowing!","after lunch i decided to browse around through soho where i found this mind blowing dessert place. i have never imagined that i would be so amazed by something made of rice, especially not dessert. i bought 2 cups off rice pudding while an older...more",2
"327",5,"May 30, 2014","rice-a-licious","it's rice pudding, rice pudding and more rice pudding. i never thought there could be that many flavours of rice pudding... but there are.
really helpful staff that i think would let you sample everything if you wanted to. we had heard about this place...more",4
"328",4,"May 28, 2014","rice rainbow","if you love rice pudding, this whimsical little dessert place is for you. think gelato or ice cream reconfigured as rice pudding in a rainbow of colors and a wide palette of flavors. it's tasty, eclectic, and kind of expensive. on the other hand, you'll...more",5
"329",5,"May 27, 2014","rice pudding so good, it could become a problem.","i knew the man was a keeper when, on our first date, he brought me to a rice pudding emporium. it wasn't like he'd just stumbled upon it; he knew about it, knew the best flavors. ""sex & drugs & rocky road is my favorite,""...more",3
"330",3,"May 26, 2014","tried it once","not sure how to review this place.
first i have to hand it to them for willing to step out of the box and go with an all rice pudding menu.
the rice pudding comes in many flavors.
i ordered a small mascarpone with cherry....more",2
"331",5,"May 22, 2014","for the ones who lice rice pudding","its not a common place guides take you to, but in our last trip to ny, we wnt to this unique place to eat rice pudding. the decoration is fun, with a lot of phrases in the wall and the amount of flavors is just...more",2
"332",5,"May 13, 2014","what a concept","what a concept. it is interesting, delicious and additive. they should open more branches. i would open one for them in florida if they wanted to. what a gem of a concept and prepared to perfection",1
"333",4,"May 13, 2014","who would have thought?","who would have thought of a place that only sells rice pudding as if it was an ice cream shop?
only in nyc can you find the craziest places to eat. so unique, what a great experience. definitely should try it if you like rice...more",1
"334",5,"May 8, 2014","yummiest. thing. ever.","if you are a fan of pudding, or foods of weird consistency - this is the place for you. rice pudding in an endless variety of flavors - and most importantly - delicious!!",2
"335",5,"May 5, 2014","great place for great rice pudding and some laughs!","in walking around chinatown and little italy, we stumbled across this place. of course we knew what it was, from the movie hitch, but it was not someplace we were looking fwd to eat. i immediately got a laugh from all of the signs they...more",2
"336",4,"May 5, 2014","i think i found rice pudding heaven!","rice to riches is a must do if you are are rice pudding fan. hey, even if you aren't a rice pudding fan stop anyway! they have aprox. 20 flavors of rice pudding. no joke. they have so many flavors its hard to pick. when...more",4
"337",5,"May 2, 2014","wow!!","just wow!!!! what an experience!! very very good to make a stop here before you visit the historic little italy. just perfect!",1
"338",5,"April 29, 2014","if you like rice pudding, you have to try this place!","i am a foodie and love rice pudding. if you appreciate good food and enjoy rice pudding, you must try this place! it is worth going out of your way for it. yum!",4
"339",5,"April 27, 2014","for rice lovers","this fun and very different place offers rice puddings (riz au lait) anyway you want or shall i say like it. great for a snack in the afternoon!",3
"340",5,"April 25, 2014","a must taste","one of the main things to do in new york is to go to this lovely place... such a unique experience, even if you don't really like rice pudding, you still have to go to see the place. rice pudding variety is amazing, taste before...more",3
"341",5,"April 24, 2014","yummy must check out!","if you love rice pudding, as i do, you must stop by rice to riches! the choices are unbelievable and the toppings are an extra treat.
my daughter and i shared 2 flavors and 2 toppings. so good!",4
"342",5,"April 22, 2014","best rice pudding","every trip we take to new york city would not be complete without a stop here. you can sample many different flavors before buying. ask for the lid for the container (cute styling and fun to take home as a souvenir to reuse) they also...more",3
"343",5,"April 19, 2014","no words to describe","sooooooooooo yummyyyyyyyyyyyyyyyy before to pay maybe you think r expensive, but after try this flavors covert any penny i spend. woooowwww",3
"344",5,"April 6, 2014","great rice pudding","who knew there were so many kinds of rice pudding? ok, so this place is pricey, especially considering the price of rice, but if you can get over $7 for a small dish of pudding (before adding toppings at $1.50 each), its delicious! i had...more",1
"345",4,"March 30, 2014","good food, cold treatment.","great concept, excellent taste and quality.....had the cheesecake and the praline in the epic size which honestly is too much for one person.the missing start is for the area of improvement in customer reception.",1
"346",4,"March 19, 2014","a unique concept","we went here for dessert after reading positive reviews. it is a novel and unique concept and there was a lot of choice present - we had the tiramisu. the prices were quite high considering what you are paying for, but the portion sizes are...more",5
"347",5,"March 18, 2014","rice pudding!","ok ok i have never had rice pudding but damn this is good! so many flavors and choices. i had the banana and coconut so good! go go go",4
"348",4,"March 18, 2014","go for dessert, because that's all there is- get it to go.","every imaginable flavor of rice pudding, many gluten free flavors (although being celiac i have to say the cross-contamination factor looks high, but i eat here without issue). the line is usually long but moves fast. samples of flavors are offered. the atmosphere is fun-small,...more",5
"349",5,"March 10, 2014","cute and casual place to grab dessert after dinner","pros: excellent rice pudding in all kinds of flavors (had the marscapone which was delicious except i'm not the biggest raisin fan), decorated with signs all over the place with funny phrases and pictures
cons: smallest serving is still quite a bit of rice pudding...more",2
"350",5,"March 5, 2014","rice pudding on steroids","great rice pudding. i wish they had a sampler where we could taste all of their rice pudding. there are so many choices and the few that we tried, were great.",1
"351",5,"March 5, 2014","rice pudding heaven!","conveniently right across the street from the first pizzeria in the united states, i am a repeat customer at rice to riches. not only do they carry dozens of deliciously sinful, rich and heavenly flavors of rice pudding, they also serve them in fun, giant...more",2
"352",5,"February 22, 2014","delicious","i've just got back from visiting new york and am still craving this. we tried the rocky road, raspberry and cookie dough flavours and all of them were delicious.",3
"353",5,"February 12, 2014","cute little place!","we stumbled upon this place a few years back on our way to lombardi's and had to stop in. it sounded like an odd concept, but the combinations are amazing! now we try to go every time we are in the city. there are so...more",3
"354",5,"February 7, 2014","great rice pudding,","every time we make it to the city we have to stop here. rice pudding is my husbands favorite dessert. they have a great variety of flavors and the staff are sweet and friendly. you also have the option to ship. next fathers day i...more",3
"355",4,"January 28, 2014","best rice pudding ","during the visit to rice to riches the employees are always friendly and happy to answer any question. it was the first time one of my friends visit the place, she fall in love with the vanilla rice pudding.",3
"356",3,"January 26, 2014","interesting","after reading the comments we decided to pay a visit. the interior design was interesting but a bit tiring because of the too much white light used. how about some yellow light?
they have a lot of different flavors, we tried almond coffee and caramel....more",5
"357",4,"January 20, 2014","goood","we passed by this place a few times and we always said we should try it. we finally did and it was good. lots of flavors, sauces... be careful about the plate's size. the smallest one seems ridiculously tiny but it doesn't. rice is heavy,...more",2
"358",4,"January 19, 2014","interesting","i have never had rice pudding before and this was a nice introduction. my mom heard about this place from a coworker. the signs were funny. there was a big crowd, so it was hard to move with ease. the rice pudding bar was laid...more",2
"359",4,"January 11, 2014","yum","this is a must do for every new yorker & tourist . rice pudding may not be your favorite but it soon will be! i'm hooked on coconut coma. the staff are very friendly and service is fast. prices reasonable for the area",4
"360",5,"January 8, 2014","deliciously fantastic","to put it simply: if you like rice pudding, you'll love this place. the favors seem endless and you get a lot of rice pudding for the cost, especially considering you're in nyc. definitely a must try. and it's even that much cooler to know...more",3
"361",5,"January 6, 2014","soooo delish!","i have never like rice pudding but i decided to give it a go and tried it...fell in love with it! got my husband hooked too!",4
"362",5,"January 6, 2014","this is the best!","i love everything about this place. it is very funky decor, great service and fabulous rice pudding. i could eat there daily and would if i lived in nyc. i have sent this to friends who said the shipping was great. the plastic dishes it...more",1
"363",4,"January 5, 2014","best rice pudding","after testing a few flavours i choose the hazelnut bear hug and coast the coast cheesecake. hazelnut bearhug was delicious! the rice pudding is like no other i have tasted because of the tasty flavours. the containers are very cute and the store itself has...more",1
"364",5,"January 3, 2014","yummy rice pudding, even if it's not your favorite!","i like rice pudding, but not as much as i like ice cream. so, when my husband said come on i have to take you to this place i was a little skeptical since i totally had il laboratorio del gelato in my mind's mouth....more",3
"365",5,"December 29, 2013","rice pudding lovers- goooooooo!!! so good!!","this is a great place for rice pudding lovers. it only serves rice pudding in flavors. it is so good!! a verity of flavors. the place is beautifully designed. it is a fast -sweet-food place.
not expensive. clean good service. it is fun!!",4
"366",4,"December 28, 2013","surprisingly good.","i'm not a fan of rice pudding, but my husband is so we ended up there for a sweet treat. i must say, it was pretty good. would definitely go again.",5
"367",5,"December 27, 2013","wasn't a fan of rice pudding before","very good flavor and many different flavors to pick from. nice and smooth and fun to read the signs around the store while waiting/eating",2
"368",5,"December 17, 2013","rice pudding like grandmas plus so much more","great rice pudding! the original, tastes just like my favorite that my grandmother used to make. on top of that they have so many more flavor and topping options to choose from. great location and interior to boot. check it out, it's a fun stop.",1
"369",3,"December 17, 2013","overrated","we went there with high expectation and found out the queue was okay.
it's good for the first 3-5 scoops, then it just tasted sweet.",1
"370",5,"December 8, 2013","a different kind of treat","this place has over 20 different delectable rice puddings. every time we go to soho my daughter insists we stop here and so we do. each time we try a different kind, always delicious. like everywhere in ny things cost more but a small dish...more",2
"371",5,"December 2, 2013","it's not your mom's rice pudding","forget the ordinary cinnamon and raisins in your rice pudding. they have flavors like tiramisu, pumpkin pie, coconut coma, and chocolate hazelnut, plus many, many more. they were all so delicious that it was difficult to pick just one. my daughter wasn't sure she wanted...more",4
"372",5,"December 2, 2013","amazing. wonderful. there's nothing like it.","we had and amazing desert at rice to riches. that day we had lunch at lombardi's pizza (which is located right across the street). and after the lunch, we went straight to rice to riches. the place is very nice, full of cool signs. there's...more",3
"373",4,"December 1, 2013","best rice pudding","they've got the best rice puddings ever. and there are so many flavors to choose from. they are quite pricey but worth it.",5
"374",5,"December 1, 2013","unbelievable rice pudding","my kids recognized rice to riches from seeing it in a movie. we had to sample the puddings. we each tried several bowls of different flavors. really delicious. the next time we were in ny, we ate there again and considered shipping some home.",3
"375",5,"November 27, 2013","rice pudding feast!","whether you think you like rice pudding or not, this is definitely a place worth checking out. they have every flavor of rice pudding you could want. unfortunately after eating a huge bowel of it, you are reminded by all signs on the wall of...more",5
"376",5,"November 25, 2013","i never skip this place when i visit nyc","this place is soooo cool and yummy. i am not a fan of rice pudding but this place makes me love it. they offer free samples so if you are not too sure, make sure u stop and give it a try. it will steal...more",1
"377",5,"November 25, 2013","rice pudding...who knew !!!","loved this place. so many flavours to choose from. the rice pudding is rich, creamy and delicious and you can add many different topping if you want to. the portions are large and a little pricey, but well worth it. cute little place with lots...more",4
"378",4,"November 12, 2013","great rice puddings!","great rice puddings and excellent service, although it is a little expensive. definitely a must try!",5
"379",5,"November 7, 2013","delicious!","all flavors are delicious, but i would like that the desserts were a little less sweet.
i reccomend this place in soho, manhattan. i think is not expensive.",2
"380",5,"November 6, 2013","tasty!","i had read about this place online and wanted to go, but didn't really go out of my way to make a trip. as we were walking from lombardi's pizza to a subway station, we came across it. best luck ever! the shop is so...more",2
"381",5,"November 5, 2013","some of the best rice puddings i've had!","i adore rice to riches! my favorite is the getting the combo of rocky roads and banana. you can't go wrong with banana, chocolate and marshmallows! although they are a little expensive, they do give you enough to share for two people. my one complaint...more",4
"382",5,"October 29, 2013","loved the place!","this place is one of the things i visit everytime i visit nyc. it has so many flavours of milk pudding and all of them are just delicious. everyone i know has loved this place and are always ready for another trip :)",3
"383",5,"October 28, 2013","nothing better.","best dessert (lunch...dinner...) anywhere. tons of flavors. delicious! signage is hilarious. definite ""must have"" experience. the only ""negative"" - i wish more seating was available. i never miss rtr on a nyc trip and i order it for gifts (they ship overnight.)",1
"384",5,"October 27, 2013","its rice!","excelent. dont let the looks of it fool you. realy tasty. nevr thought that a rice pudding coulc be exciting. dont miss out in the toppings.",4
"385",5,"October 26, 2013","rice to riches to yumminess","if only we knew this place existed before our first desert... we might have had thirds! fun service and great flavor combinations made the experience one to repeat. loved the signage!",5
"386",5,"October 26, 2013","favorite dessert!","i love this place! i was introduced to rice to riches a few years ago by a classmate and i've been going back ever since. i love the decor and the funny writings/sayings on the walls. the rice pudding is amazing! they let you try...more",3
"387",4,"October 23, 2013","n(r)ice puddings!!","delicious rice puddings.. little bit pricey for the quantity that you get but it's worth the price. definitely a place to go",5
"388",5,"October 22, 2013","my favorite dessert","ever since i stumbled upon rice to riches i've been addicted! i love the almond schlmond flavor the best. the staff is also some of the friendliest people ever. they will let you taste whatever you want. definitely worth a visit.",1
"389",5,"October 22, 2013","simply awesome!","it has become a ny city tradition for us to go to rice to riches. a very cool concept and even better taste. if you never tried rice pudding, you don't know what you are missing...this is not your mother's rice pudding...it is god's!",4
"390",4,"October 15, 2013","damn good!","i usually try and scope out cool interesting places on trip advisor and make them a destination. in this case, we had no idea of reputation, ranking or anything else, passing by and the store-front screamed to my gf to go in and check it...more",3
"391",5,"October 12, 2013","really innovative deserts","who thought rice pudding could be so cool. looks like and ice cream store but everything is rice pudding. great flavours the let you sample as many as you like. i picked pumpkin that tasted like the pie and chocolate hazelnut. really worth a try...more",1
"392",5,"October 11, 2013","gourmet rice pudding","this store is so bright and cheerful you'll be happy just walking in and even happier after you taste it. choose from about 2o different flavors and you can also mix in cookies, graham crackers etc. the containers and spoons are also really fun. they...more",1
"393",5,"October 9, 2013","great experience","service was very pleasant: quick and friendly!
atmosphere is great and most importantly, the rice pudding was delicious!",5
"394",5,"October 4, 2013","awesome place","we were on an italian walking tour in little italy and we walked by it. i thought it looked cool and worth checking out. after the tour was over we walked the 3 blocks back and tried it and man was it worth it. you...more",5
"395",5,"October 3, 2013","pudding!!!","if rice pudding is your thing then this is the place you've been seeking. more flavors then popsicles have. the place is funny with pudding wisdom all over the place.",5
"396",3,"October 1, 2013","unfortunately unimpressed","i love rice pudding and was so excited to try rice to riches. it is definitely tasty, as most things are when you add enough chocolate, sugar and cream. i wanted the rice pudding to stand on it's own and be accentuated by the creative...more",4
"397",4,"September 30, 2013","love rice pudding? come here!","i've never heard of a place specializing in rice pudding until a friend mentioned rice to riches to me. when i finally visited rice to riches, my expectations were more than met. first of all, the amount of flavors and toppings they had were so...more",3
"398",5,"September 27, 2013","absolutely delicious !!","this place is always on our list when visiting little italy.. rice pudding lovers beware you it's addicting !! highly recommend and they are sooooo friendly.",5
"399",4,"September 26, 2013","should be on any foodie's bucket list","i love doing mini-foodie tours in nyc. i pick a few places and try them all in one day. rice to riches was on the latest agenda. after walking the highline, i headed over. no crowds at 3:00pm. i enjoyed reading all the quirky signs...more",3
"400",5,"September 26, 2013","if you love rice pudding go here","great choice of rice pudding flavours
actually brought some home we went twice in the last two days
also it's in a great little area of bars and restaurants",1
"401",5,"September 26, 2013","yess!! seriously good","found this place on tripadvisor- love rice pudding so was thrilled at the idea of this place. visited twice during our trip last week. mmmm excellent. had the cheesecake rice and also the almond rice. both yummy. go!",1
"402",4,"September 25, 2013","rice to riches","i've tried the coconut flavor, and it was delicious. there is a great variety of flavours to try, and even the smallest portion can easily be shared by 2 people.",4
"403",5,"September 19, 2013","wow!!!","i'm a total rice pudding lover and so when i saw this place had to try it. they let us sample a few flavours and i settled on having a cookies and creme rice pudding with a brownie crumble on top. the portion was pretty...more",4
"404",5,"September 19, 2013","this will change your opinion about rice pudding forever","a friend recommended that we find this little spot when we were in nyc for the weekend. what a treat. easy to find in a fun part of the city. i have never been a big fan of rice pudding, but this is definitely not...more",4
"405",5,"September 15, 2013","marscapone rice pudding = the garden of eden in nyc","we regularly go to r2r - how could you not? over the years i have sample dozens of flavors and many are superlative. but the marscapone is on the top of the list for me. smooth, creamy and delish. the staff is friendly and patient;...more",1
"406",5,"September 6, 2013","yum yum yum!!","every time we're in new york we make a special trip to rice to riches. it's yummy delicious! if too much times goes by before we can get there again--or we can think of an excuse where we can't live without it (a painful dental...more",3
"407",5,"September 4, 2013","rice pudding lover","if you love rice pudding - this place is a must! every type of rice pudding is available including seasonal flavors. be prepared because it is so hard to choose. i recommend choosing 2 and get the smaller size of each. careful not to eat...more",4
"408",5,"September 1, 2013","unique place to satisfy your sweet tooth","i might be biased, because i enjoy rice pudding, but this really is a cool unique place.
instead of the typical dessert, how bout rice pudding?
no other place like it, for something new that will still satisfy your sweet tooth, rice to riches is...more",5
"409",5,"August 30, 2013","healthy but delicious a rare find!","the first thing that catches you is their slick modern white design as if you where transported in the future! then that catchy name ""rice to riches"" makes you want to think, who does it refer to, the owner perhaps. then those colourful and ergonomic...more",3
"410",5,"August 27, 2013","what a fun place !!","it's been a while, but who can forget such a fun experience!!! one of my many pit stops when i take someone to ny. delish",5
"411",5,"August 23, 2013","what a novelty place - only in nyc","my friend told me about this place ( she went there on christmas day!) and i couldn't believe there was a whole shop/restaurant dedicated to rice pudding....but here it was and it was delicious. the rice pudding is cold, thick and creamy. you can choose...more",3
"412",5,"August 20, 2013","rice pudding heaven!","never been to a place like this!! it is truly the best rice pudding i have ever eaten in my life. there are about 15 different types to choose from. samples are given freely to help you (hopefully) decide which flavor or favors you want....more",2
"413",5,"August 19, 2013","unique only in new york experience - a cute rice pudding parlor.","we make a point to come here every single trip to new york. usually twice per trip!
there is no other place like it in the world. imagine a futuristic ice cream parlor, only instead of multiple flavors of ice cream they have multiple flavors...more",3
"414",5,"August 18, 2013","funny and filling","i love this shop not only for its food, but also the humour that is displayed everywhere. if you're counting calories, its not the place to be, but why not indulge yourself as a treat. there are so many choices of rice pudding that is...more",5
"415",5,"August 14, 2013","always a stop","we always make sure to stop here for some rice pudding! it is one of my favorite places to eat/go in new york! plus the surrounding area has a lot to do :)",3
"416",5,"August 14, 2013","great, quirky place","if you like rice pudding, make sure you make a stop at rice to riches. they have every flavor you can imagine and then some with free tastings before you buy. the pudding is so rich and creamy, that it's hard to eat the whole...more",3
"417",4,"August 13, 2013","good concept but no warm rice pudding!","amazing idea
excellent fit out
reasonable service
funny signboards
and some of the best rice pudding flavours you can imagine
but as an englishmen we are the inventors of rice pudding and you know what it needs to have the option of warm!",1
"418",4,"August 9, 2013","great rice pudding","this place is a dieters worst nightmare but defiantly worth a visit. i have gone through life disliking rice pudding but it can highly recommended from my sister and my husband wanted to go. i had the cookies and cream rice pudding with oatmeal topping...more",4
"419",5,"August 5, 2013","outstanding rice pudding with a nice variety of flavours","i was a bit puzzled when someone recommended me this rice pudding place, it isn't an unusual dessert in brazil but for some reason i didn't really expect to find it in america. i was staying in midtown so i had take the subway to...more",4
"420",5,"August 1, 2013","sweet awesomeness","i grew up eating my great aunts sweet rice, but this takes it to a whole other level. sweet and delicious.",1
"421",5,"July 14, 2013","favorite dessert experience","this was my family's favorite dessert experience during our trip to new york. who knew there could be over 20 different flavors of rice pudding - and that they could be so tasty. the rice pudding is not cheap ($7.50 single serving), but it is...more",3
"422",5,"July 13, 2013","amazing rice pudding!!!","we hit this for dessert after lombardi's every time we go!!! it's so delish!! ;) plenty of variety & also fun to read all of their signs! they told us they've been around for 10 yrs-& don't think they're going anywhere!!! delicious!!!",3
"423",4,"July 6, 2013","wow!","a couple of women i worked with recommended rice to riches to me. if you are a rice pudding lover, then this is the place to visit when in new york city.
my wife loves rice pudding and i rarely make it for her. when...more",3
"424",4,"July 5, 2013","really really tasty treat!!","my wife and i were perusing some of the shops in the area and happened to pass rice to riches. we had no idea what it was so we decided to check it out. i must say i had no idea rice pudding could be...more",1
"425",4,"July 2, 2013","unexpected treat","we happened upon this place as we were waiting for our table at lombardi's. it was totally unexpected. they have flavors ranging from french toast to cheesecake and they all tasted amazing. as an unexpected bonus , the little to go containers are reusable.",1
"426",5,"June 26, 2013","delightful treat in nolita","i am a new york city tour guide always on the lookout for new places to eat. recently, i was in nolita on spring street to drop some clients at america's first pizza restaurant. across the street between mulberry st and mott st i noticed...more",3
"427",4,"June 23, 2013","great brand, very well put together and tasty too!","there was too little wrong with this establishment to bear talking about so i won't, the positives are numerous. the main attraction in this place is obviously their sole produce: rice pudding. coming in a large variety of flavours and with sauces available (for extra...more",2
"428",5,"June 21, 2013","very different, but excellent!","very different concept, so different that i was hesitant to try it. however, i eventually tried and i must say it is very good! i would suggest their frutier flavors as they taste more fresh and light. give it a try!",5
"429",5,"June 17, 2013","delish!","i've been going here for about 10 years now, taking friends who visit us and want to tour the city. i have to say, i don't actually like rice pudding, but this rice pudding is absolutely delicious. very creamy, large soft rice kernels and so...more",3
"430",5,"June 7, 2013","damn its good :)","came on a friends suggestion and so happy i did. the caramel pudding with chocklate brownie crumble is amazing.
do note the solo size is more then enough as a desert gor one person.",5
"431",5,"June 6, 2013","go now!","my choice is always sex drugs and rocky road. like choclate? get that. it is terrific. place is clean comfortable, free taste tests. how can you lose?",3
"432",5,"May 31, 2013","who would've thought rice pudding,...","would be this awesome! we walked by this funky, retro-looking place at least 3 times before my brother pointed out that we needed to go inside. rice pudding to die for! we got both the butterscotch and vanilla flavors. they will give you a sample...more",2
"433",5,"May 30, 2013","oh em gee","you need to go here! i am not a rice pudding fan. i hated it before stepping foot in the door and really only did because my partner had to have it. boy did i leave a fan. only a fan of rice to riches...more",2
"434",5,"May 27, 2013","you must try this rice pudding","just returned from my ny girls trip. thankfully, one of my friends had heard about this hidden jem.not only is the rice pudding delish; even for one in our group who claimed ""i'm not that crazy about rice pudding"" but the shop is so adorable...more",3
"435",2,"May 27, 2013","overpriced and overrated!!!!!!!!!!!!!","let's not get crazy. this is nyc. we have a lot of tasty treats on every block there is soooo much to choose from. this rice pudding is very very expensive and honestly , just a fad!!!",5
